lei,institution_name,nmls_id,our_lender_slug,match_status,total_applications,total_originations,il_originations,states_with_originations,priority_match,illinois_originations
549300KW3HYVC06WS898,,,,unmatched,545,402,23,MO:276;FL:26;IL:23;NC:10;SC:8;OR:7;KS:5;CA:4;VA:3;NY:3,medium,23
549300LZLYU85WF65870,,,,unmatched,2124,1521,23,IA:1090;MN:229;WI:143;CO:29;IL:23;FL:3;NC:1;MO:1;ND:1;AZ:1,medium,23
5493007DIB8YPDM6NR52,,,,unmatched,3222,1160,23,WI:893;IA:197;MN:47;IL:23,medium,23
5493005SBCJ71Z4XVY11,,,,unmatched,23,23,23,IL:23,low,23
1IE8VN30JCEQV1H4R804,,,,unmatched,4645,3065,22,CA:1526;NY:538;WA:358;NJ:144;FL:134;TX:60;CT:37;MA:25;NC:24;IL:22,high,22
5493009D2COWW65B8673,,,,unmatched,1133,518,22,CA:250;MD:75;FL:37;IL:22;UT:21;VA:17;AZ:15;CO:9;TX:7;AL:6,medium,22
5493002JA8HUVL2CRT33,,,,unmatched,709,442,22,NJ:87;OH:79;PA:76;NC:56;FL:27;OK:22;IL:22;NY:19;TX:18;IN:11,medium,22
254900RAPDJZFI07WS81,,,,unmatched,27,24,22,IL:22;FL:2,low,22
549300EIFFC31EZH1D93,,,,unmatched,27,24,22,IL:22;WI:1;FL:1,low,22
549300BO5UTSDB76V724,,,,unmatched,30,22,22,IL:22,low,22
549300ZCR1XCLNEEI724,,,,unmatched,2116,777,21,CA:191;FL:131;TX:73;NY:59;OH:34;NJ:31;PA:23;WA:23;IL:21;AZ:18,high,21
254900PJUWNEQ2VZTG49,,,,unmatched,32,21,21,IL:21,low,21
5493003NV9L53LK1XI52,,,,unmatched,3773,2244,20,CA:1753;FL:82;TX:73;NV:38;AZ:34;NJ:27;VA:27;CO:23;GA:21;IL:20,high,20
254900WMFKWPLR3B4U63,,,,unmatched,423,336,20,IA:308;IL:20;AZ:2;AK:1;OR:1;NY:1;KS:1;TX:1;WI:1,low,20
549300WBJK857X8MNU96,,,,unmatched,35,35,20,IL:20;IA:15,low,20
549300KTI1WVD92EAK75,,,,unmatched,25,20,20,IL:20,low,20
254900B9B6TYYGLOXT47,,,,unmatched,1115,824,19,MN:743;WI:29;IL:19;MO:10;FL:6;KS:5;AZ:4;NE:3;SD:3;IA:2,medium,19
549300OJTK0IPSNDA832,,,,unmatched,312,192,19,LA:97;MS:34;IL:19;GA:7;TX:6;MI:6;AL:4;TN:3;CA:3;NC:2,low,19
549300I67S0IYUQWFJ07,,,,unmatched,799,492,19,MO:473;IL:19,low,19
549300KH5RQTNDNNHM28,,,,unmatched,65,42,19,IN:20;IL:19;KY:2;AL:1,low,19
549300TUISK0W7DE2464,,,,unmatched,36,29,19,IL:19;WI:10,low,19
254900VGJ76Q9SD43C88,,,,unmatched,22,19,19,IL:19,low,19
549300KM40FP4MSQU941,,,,unmatched,22885,14331,18,WA:13589;AZ:169;ID:159;CA:148;OR:136;SC:65;MO:23;IL:18;PA:15;KS:9,high,18
549300KER3YVZ3U5RK57,,,,unmatched,11480,8154,18,IA:6247;NE:1444;MN:402;MO:21;IL:18;WI:18;SD:4,high,18
5493005XMJQ1GSXUGT67,,,,unmatched,1819,1161,18,IN:474;NC:166;TX:111;TN:98;AL:73;LA:65;FL:60;WI:44;GA:25;IL:18,medium,18
984500FAD1FB7FEGTE82,,,,unmatched,702,330,18,NC:30;TX:27;GA:25;FL:25;CA:23;IL:18;OH:13;MD:13;CO:12;TN:12,medium,18
P7GC0W65KB5CEIHLDX81,,,,unmatched,4057,2798,18,IN:1994;MI:770;IL:18;FL:8;OH:2;AZ:2;KY:2;TN:1;DC:1,medium,18
54930039IUN6515TBG78,,,,unmatched,2090,1504,17,GA:517;NY:292;TX:167;CO:153;NJ:103;CA:52;FL:47;KS:32;AZ:31;IL:17,high,17
2549004XJQQPBYQSMT39,,,,unmatched,2114,1190,17,NY:550;NJ:112;FL:108;CA:87;TX:50;CT:31;MA:29;PA:25;GA:20;IL:17,high,17
5493007Z7FTUKQGFMZ98,,,,unmatched,436,294,17,TX:44;NY:30;GA:28;IL:17;WA:13;FL:12;NJ:11;NC:11;PA:10;CO:9,medium,17
WKN6AF1FCL7BBYGTGI83,,,,unmatched,1283,714,17,IN:316;FL:34;CA:31;GA:24;NC:22;TN:20;MO:20;IL:17;MI:16;AZ:16,medium,17
254900DNPJINSUKFZ002,,,,unmatched,1838,1299,17,IN:1104;MI:84;AZ:40;IL:17;CA:11;TX:6;FL:5;OH:3;DE:3;MO:3,medium,17
549300P8W7NTNS3TVK84,,,,unmatched,828,758,17,IA:714;WI:27;IL:17,medium,17
549300E06ZGS1I3URI95,,,,unmatched,1051,723,17,MO:706;IL:17,medium,17
5493000B61DDZ2PG1515,,,,unmatched,183,106,17,TX:44;CO:33;IL:17;IA:6;NM:3;KS:2;AZ:1,low,17
254900HIDMT4ZG09RP47,,,,unmatched,379,273,16,MD:33;TX:26;GA:24;FL:23;NC:20;AL:17;IL:16;OK:15;IN:15;TN:13,medium,16
254900UD8AEXTVCVAF72,,,,unmatched,306,202,16,MO:29;MD:28;OH:21;IN:18;IL:16;VA:14;KY:14;IA:10;AL:9;TN:8,low,16
549300DWS85AHLUZHB50,,,,unmatched,117,103,16,IA:68;IL:16;MO:4;FL:4;WI:2;CO:2;UT:1;CA:1;GA:1;NM:1,low,16
549300HZMPZC336WP721,,,,unmatched,522,488,16,WI:465;IL:16;IN:4;GA:1;FL:1;TN:1,low,16
5493005NU5BA00C1N451,,,,unmatched,1383,1034,15,MI:624;TN:209;VA:76;KY:53;FL:30;IL:15;SC:6;GA:5;NC:5;IN:2,medium,15
254900EZRN0CBEP77K34,,,,unmatched,1167,563,15,VA:170;MD:86;DC:38;CA:31;FL:18;NC:17;TX:15;IL:15;SC:14;GA:12,medium,15
549300C04BJ0G297NC13,,,,unmatched,556,268,15,TX:26;FL:21;CA:18;PA:16;NC:15;IL:15;NY:13;NJ:10;IN:8;CO:8,medium,15
549300SQKZC6HESYGO25,,,,unmatched,736,258,15,CA:27;VA:24;FL:15;IL:15;NJ:12;NC:11;AZ:10;PA:9;NY:9;OH:8,medium,15
549300FS35FQXZRU4Z45,,,,unmatched,5031,3282,15,WI:3267;IL:15,medium,15
549300OZZQ1ZON9W1K45,,,,unmatched,34,17,15,IL:15;IN:1;MO:1,low,15
25490049BUGXLHXJZD76,,,,unmatched,15,15,15,IL:15,low,15
5493002QRULT2T40BH09,,,,unmatched,10720,6817,14,MO:3721;KS:2521;CA:186;AR:57;KY:52;TX:51;FL:30;NV:17;MI:16;IL:14,high,14
549300VGMMXKSX821O69,,,,unmatched,951,539,14,NY:339;FL:72;MD:28;NJ:24;IL:14;PA:12;CT:9;SC:7;NC:7;TX:6,medium,14
549300NZWZUYUWEOA562,,,,unmatched,1994,1409,14,IN:1212;FL:24;CO:18;NC:16;IL:14;MI:13;GA:10;VA:8;MD:7;TX:7,medium,14
1TMVIO1SD0RLIPEIW803,,,,unmatched,1953,1311,14,MO:915;IA:198;KS:76;MN:31;NE:16;IL:14;AR:12;FL:8;NC:7;CA:6,medium,14
549300WW4OBT30G5DK23,,,,unmatched,211,139,14,MN:24;WI:18;IL:14;OH:11;AZ:7;FL:6;GA:5;CA:5;IN:5;PA:4,low,14
54930061HIZ1MCMEOR72,,,,unmatched,25,18,14,IL:14;FL:3;NC:1,low,14
254900B5PW4JPZAQI721,,,,unmatched,183,167,14,WI:151;IL:14;HI:2,low,14
549300QVGK8WC4HQ3C28,,,,unmatched,1289,810,13,PA:185;TN:124;GA:109;NJ:99;AL:64;FL:54;NC:31;VA:30;SC:19;IL:13,high,13
54930077D8KXQADF5Q23,,,,unmatched,5859,4603,13,IN:3231;MI:559;OH:423;TN:262;VA:46;FL:36;KY:20;IL:13;NC:3;CO:2,medium,13
5493002JDOI3GTNVUD76,,,,unmatched,5006,3698,13,IN:2053;KY:1097;OH:515;IL:13;TN:9;FL:3;MI:2;AL:1;MO:1;ID:1,medium,13
549300XFW2CXGSLDJ958,,,,unmatched,343,283,13,WI:270;IL:13,low,13
549300TN34NXD7N44O04,,,,unmatched,364,247,13,IA:229;IL:13;MO:3;WI:1;AZ:1,low,13
549300R4F5COFJE0DN81,,,,unmatched,1652,864,12,CA:531;AZ:75;FL:44;TX:33;NV:32;WA:21;TN:14;IL:12;VA:11;MN:11,high,12
549300DQLGJ1YQRRHH73,,,,unmatched,449,303,12,TX:133;AZ:37;FL:21;CO:15;CA:13;IL:12;GA:10;NV:10;TN:8;MO:5,medium,12
549300F6Y1YO2YXN6135,,,,unmatched,306,297,12,CA:44;TX:32;FL:24;AZ:19;MA:18;WA:16;GA:15;TN:14;CO:13;IL:12,medium,12
549300DH8EI64ITBY388,,,,unmatched,315,271,12,CA:26;TX:25;NC:17;CT:16;PA:16;VA:13;NY:13;IL:12;WA:12;SC:11,medium,12
54930022CQGV47Q8PM03,,,,unmatched,602,233,12,TX:22;FL:18;CA:18;WA:16;GA:15;WI:13;MI:12;IL:12;OH:10;KY:9,medium,12
549300JQALY53TH22D13,,,,unmatched,199,178,12,MN:23;TX:21;WA:13;CA:13;IL:12;OR:10;FL:8;NM:8;TN:7;CO:7,medium,12
254900DTLB5WWMBJAD86,,,,unmatched,1679,1312,12,WI:1245;IL:12;FL:10;MN:7;TN:5;AZ:5;OH:4;TX:4;NC:3;CO:3,medium,12
549300OBJRCHJ0G6XU24,,,,unmatched,201,155,12,MO:101;IL:12;TX:9;MA:5;AR:4;TN:4;VA:3;FL:3;NJ:3;IN:2,low,12
25490001F0A9F7BV6B05,,,,unmatched,20,12,12,IL:12,low,12
254900S293MIVH34PR45,,,,unmatched,12,12,12,IL:12,low,12
549300D4P7FB9UH6CL48,,,,unmatched,19,12,12,IL:12,low,12
5493008SP1FN4D81IS17,,,,unmatched,453,359,11,TX:79;CA:49;NC:30;FL:19;WA:17;AZ:13;IL:11;VA:10;NJ:10;OH:9,medium,11
5493002YXAOJOQPEGS38,,,,unmatched,584,238,11,MO:35;TX:32;AZ:27;FL:21;KS:12;NC:11;IL:11;VA:10;NE:10;TN:9,medium,11
549300D36J5CQX0I4F44,,,,unmatched,1029,810,11,MI:524;OH:189;ME:35;MA:23;TN:16;IL:11;FL:8;NC:2;IN:2,medium,11
549300SKTBTC2QFDKG02,,,,unmatched,2857,1890,11,IN:1853;MI:16;IL:11;FL:9;OH:1,medium,11
254900PST6LLDPCKSN83,,,,unmatched,1502,938,11,WI:927;IL:11,medium,11
549300W1AS8CZYV4MQ17,,,,unmatched,764,624,11,WI:613;IL:11,medium,11
549300IFAGUDY5MUY541,,,,unmatched,103,84,11,IA:65;IL:11;WI:3;MO:2;MN:2;IN:1,low,11
254900SRBPINTG8V7N66,,,,unmatched,14,11,11,IL:11,low,11
5493007XXF5AWOEWTU94,,,,unmatched,11,11,11,IL:11,low,11
254900VHUBSJJKOMBF27,,,,unmatched,5605,4154,10,CA:3527;CO:269;TX:105;OR:99;NV:57;MO:31;WA:15;AZ:15;IL:10;FL:7,high,10
5493001141Z7CINOSB62,,,,unmatched,509,271,10,FL:82;TX:29;NJ:22;IN:18;CO:18;GA:16;CA:14;NC:14;MD:12;IL:10,medium,10
254900BDGU9FU91PQA51,,,,unmatched,1040,794,10,OH:703;IL:10;FL:10;GA:9;PA:6;MA:5;KY:5;CO:5;VA:4;MT:3,medium,10
549300FSZH0FMQ1T8Y90,,,,unmatched,2808,2145,10,IA:1849;MN:181;NE:48;SD:35;WI:11;IL:10;MO:6;CO:2;AZ:2;ND:1,medium,10
2549004XDCE3LGQW7H72,,,,unmatched,242,165,10,MN:35;WI:17;IL:10;FL:9;CA:8;OH:7;IA:7;IN:6;CO:6;TX:6,low,10
549300P55E0GN57DEV03,,,,unmatched,1751,1089,9,CA:569;TX:154;FL:150;GA:95;MD:51;VA:29;AZ:13;IL:9;NC:4;TN:3,high,9
5493009Y8ROUG903AQ21,,,,unmatched,1340,1010,9,CA:849;WA:21;NV:10;IL:9;TX:9;NY:8;FL:8;OR:8;PA:7;GA:6,high,9
254900AD895KKZTSFT42,,,,unmatched,831,618,9,GA:406;SC:63;NC:58;FL:26;IN:25;NH:12;IL:9;TN:6;ME:4;VA:4,high,9
549300U7UH8QCS8WQ406,,,,unmatched,1579,1220,9,IN:1121;FL:15;OH:14;MI:10;GA:9;IL:9;NC:5;MO:5;SC:4;MN:4,medium,9
54930008MKP7T81OVK54,,,,unmatched,296,257,9,IN:168;KY:44;GA:34;IL:9;FL:1;SC:1,low,9
549300JMCI45DZ4YNK98,,,,unmatched,25,22,9,IL:9;AZ:5;IN:4;FL:2;CA:1;WI:1,low,9
549300OSS620JYU5KR81,,,,unmatched,281,240,9,MO:231;IL:9,low,9
254900B0P7ZWM2SQVJ36,,,,unmatched,290,231,9,WI:222;IL:9,low,9
549300KY533JFETOYG46,,,,unmatched,9410,6671,8,WI:6662;IL:8;IA:1,high,8
549300AEULLVYD8L9B04,,,,unmatched,166,155,8,OH:17;NY:15;CA:15;VA:10;PA:9;TX:8;NJ:8;GA:8;IL:8;AZ:6,medium,8
LCUAWMT4M5H8DJ8DFH49,,,,unmatched,2825,1930,8,IN:1724;MI:174;FL:22;IL:8;AZ:2,medium,8
549300D0H09HSURFXA20,,,,unmatched,613,102,8,VA:28;CA:17;TX:8;IL:8;FL:7;GA:5;OH:5;NC:4;MI:3;PA:3,low,8
549300EHWBP6UP4Y8J37,,,,unmatched,160,119,8,MI:15;MN:14;VA:13;FL:9;IL:8;TX:8;CA:6;ID:5;OH:4;IN:4,low,8
54930002HD26G3OGZR79,,,,unmatched,489,358,8,KY:336;TN:9;IL:8;FL:3;MS:2,low,8
254900PS2KU65ZEUOA41,,,,unmatched,105,102,8,IN:85;IL:8;FL:4;MI:2;AZ:1;WI:1;KY:1,low,8
549300G2EZKPVQQ0D852,,,,unmatched,167,137,8,IN:125;IL:8;KY:3;TN:1,low,8
54930032XJT9NQZ5I683,,,,unmatched,82,47,8,MO:39;IL:8,low,8
5493003XL7HDGFTGQI87,,,,unmatched,39,39,8,IN:30;IL:8;MI:1,low,8
2549005K0ZG1MFV3R260,,,,unmatched,1778,913,7,FL:644;TX:61;CA:44;NJ:38;GA:33;NC:11;SC:9;NY:8;TN:7;IL:7,high,7
549300IWE0Y507LPF493,,,,unmatched,4582,3663,7,MI:3342;FL:244;OH:46;IN:10;IL:7;CA:7;CT:3;KY:2;MN:1;TX:1,medium,7
549300ELLMUEKP1JHB70,,,,unmatched,264,225,7,VA:72;MD:42;TX:27;CA:16;NJ:16;NV:10;GA:9;FL:9;IL:7;WA:3,medium,7
549300MU3SP76R81WW62,,,,unmatched,1055,923,7,MO:703;KS:177;TN:29;IL:7;TX:3;CA:3;FL:1,medium,7
38CFVD4YYFWD1FV7IM34,,,,unmatched,3208,2762,7,WI:2279;MI:393;MN:29;FL:19;AZ:9;IL:7;SC:5;TN:4;NC:3;VA:2,medium,7
254900V9842QPBGIO804,,,,unmatched,2464,1551,7,MI:1493;IN:26;FL:10;IL:7;AR:3;TN:3;NC:2;NV:1;AL:1;WI:1,medium,7
549300MU2YI0HXIT3257,,,,unmatched,202,101,7,FL:29;OH:10;IL:7;OR:6;CO:6;AZ:5;WI:5;IN:4;TX:3;GA:3,low,7
549300SQH6MBVMMRRA85,,,,unmatched,601,374,7,IN:305;MI:21;NC:8;IL:7;CA:6;CT:5;FL:5;OH:4;GA:3;NJ:2,low,7
254900FI363837PZX856,,,,unmatched,328,228,7,IA:159;MO:14;NE:13;MN:9;IL:7;SD:5;AZ:4;KS:4;FL:3;WI:2,low,7
5493004G43JM6M5BFR40,,,,unmatched,318,318,7,MO:305;IL:7;FL:6,low,7
549300X7KG2H84UCP685,,,,unmatched,306,254,7,CO:103;WA:35;UT:32;NE:31;MO:14;KS:7;IL:7;ID:7;WY:6;IA:3,low,7
254900BX43CTU32Z6G15,,,,unmatched,211,192,7,MO:181;IL:7;TN:1;KS:1;FL:1;CO:1,low,7
KI0VI4JRMCIJ329YTN75,,,,unmatched,4576,3036,6,NJ:1659;NY:656;FL:507;AL:99;PA:40;CA:10;CT:10;SC:9;NC:9;IL:6,high,6
254900JZN2V0PWFMW808,,,,unmatched,1632,851,6,CA:615;FL:56;NC:52;TX:46;AZ:25;NV:10;TN:8;HI:7;OR:6;IL:6,high,6
549300D2OYT7VTDY6Z20,,,,unmatched,438,269,6,MD:90;NJ:48;VA:37;FL:14;GA:11;NC:11;CA:8;PA:6;IL:6;DC:4,medium,6
549300DPWFIO1S3DF358,,,,unmatched,1666,1189,6,OH:1143;NC:12;FL:6;MI:6;IL:6;KY:4;IN:4;SC:3;DE:1;MD:1,medium,6
254900YPMNKIA6O0HC78,,,,unmatched,908,612,6,IN:528;KY:77;IL:6;FL:1,medium,6
549300XRF9LCZ3RX3Q39,,,,unmatched,3266,108,6,AZ:18;CA:12;TX:9;VA:8;CO:7;IL:6;NY:5;WA:4;FL:4;NV:4,low,6
549300RWMKY0FK1H5L44,,,,unmatched,455,349,6,MO:331;IL:6;FL:4;KY:2;SC:2;CO:1;TX:1;MS:1;AR:1,low,6
549300200TL6RMY5ZN25,,,,unmatched,117,100,6,WI:93;IL:6;MO:1,low,6
549300BF788YRGP1OB53,,,,unmatched,301,194,5,OH:97;FL:70;MI:15;NM:5;IL:5;PA:1;GA:1,medium,5
549300AV8QD552DSI743,,,,unmatched,163,136,5,TX:29;CA:10;NY:8;MN:8;AZ:8;WA:8;PA:6;IL:5;OH:4;KS:4,medium,5
B2S31CFVSWTN3FR00Q90,,,,unmatched,94,93,5,NJ:13;FL:12;CA:9;MI:6;IL:5;TX:5;NY:4;CO:4;GA:3;WA:3,medium,5
254900WO60HTEULEHM24,,,,unmatched,81,53,5,GA:26;CA:8;FL:6;IL:5;MN:2;WA:1;HI:1;TN:1;NY:1;CT:1,low,5
5493006HFDG31YJ3MM36,,,,unmatched,483,253,5,OH:119;KY:25;IN:24;MI:14;CA:14;VA:13;FL:8;LA:7;WV:6;IL:5,low,5
549300CS1XP28EERR469,,,,unmatched,561,461,5,WI:454;IL:5;AZ:1;UT:1,low,5
549300XXX5RVRVYNKY79,,,,unmatched,88,78,5,IA:72;IL:5;WI:1,low,5
549300DPRWSBUY619V27,,,,unmatched,4871,3125,4,AR:986;TN:773;TX:559;MO:461;OK:237;KS:56;MS:18;KY:7;IL:4;GA:4,high,4
5493001GAASLCSP1PB64,,,,unmatched,850,613,4,NY:315;CA:125;MI:61;DC:34;WA:24;MD:23;OH:10;NJ:7;IL:4;VA:3,medium,4
549300J4330IBZ0BBI43,,,,unmatched,2417,1169,4,AL:855;FL:206;GA:32;MS:21;SC:9;CA:8;OH:6;TN:6;NJ:4;IL:4,medium,4
5493009XSE00M8B9R434,,,,unmatched,3364,301,4,TX:159;FL:32;NM:24;OK:18;SC:15;IN:13;NC:10;LA:9;AL:4;IL:4,medium,4
549300217ZPIHWEYT887,,,,unmatched,197,184,4,MA:100;CT:36;NY:8;FL:7;NC:7;NJ:5;IL:4;ME:2;MD:2;OH:2,medium,4
549300QDGMFASKEN7Z77,,,,unmatched,4287,2827,4,MN:2694;WI:66;FL:14;AZ:6;IA:4;IL:4;CO:3;NE:3;UT:2;OH:2,medium,4
549300RBJCM5B02O5U05,,,,unmatched,2585,2079,4,IA:1743;NE:222;MN:29;SD:24;AZ:11;FL:10;CO:5;MO:5;IL:4;KS:4,medium,4
549300EKCKDF80ZM4V51,,,,unmatched,115,115,4,TX:25;MN:17;CA:8;IA:7;AZ:6;ND:5;NE:5;MT:5;IL:4;SC:3,low,4
5493007TLZJ73TKCO730,,,,unmatched,120,91,4,IN:25;NY:13;OH:6;TX:5;CA:5;IL:4;NC:4;FL:4;SC:3;MI:3,low,4
549300RBWA4J4QTPSY69,,,,unmatched,387,276,4,WI:263;FL:6;IL:4;AZ:1;MO:1;MI:1,low,4
5493008MLNFTWNSBXB88,,,,unmatched,18,16,4,MO:7;FL:5;IL:4,low,4
254900PKDTFIJ2XB1675,,,,unmatched,384,317,4,MO:307;IL:4;IN:4;MI:1;FL:1,low,4
2549005LG69OCBT9WE71,,,,unmatched,284,266,4,IN:262;IL:4,low,4
549300MY7KEVWMI4DF64,,,,unmatched,170,170,4,MO:166;IL:4,low,4
2549004O2ZT0HSAP5S70,,,,unmatched,149,91,4,MI:69;MN:18;IL:4,low,4
549300WMQ4WI6QXK7803,,,,unmatched,1841,861,3,NC:752;SC:72;CA:14;GA:4;IL:3;MD:3;VA:3;TN:2;CO:2;KY:1,high,3
5493003X6Y6JGJKHPA25,,,,unmatched,1162,778,3,NY:609;FL:41;CT:32;NJ:25;CA:16;PA:16;NC:8;SC:5;TN:4;IL:3,high,3
549300QD23LICPXTPB55,,,,unmatched,623,487,3,CA:440;WA:15;OH:12;NV:7;AZ:6;IL:3;CO:1;ID:1;OR:1;IN:1,medium,3
5493001E3OD1D4Y8KX63,,,,unmatched,497,417,3,PA:356;NJ:20;MO:17;DE:14;IL:3;VA:2;NY:1;SC:1;MD:1;FL:1,medium,3
549300YM15OICCNPH537,,,,unmatched,376,266,3,NJ:171;NY:45;PA:12;CT:8;FL:7;NC:4;GA:4;SC:3;IL:3;MI:2,medium,3
254900IU2EZH8TXNXE23,,,,unmatched,114,95,3,NY:41;TX:9;FL:8;CA:6;NJ:6;MD:3;MO:3;OH:3;IL:3;CT:1,medium,3
549300I3HDJ5QJNFPZ87,,,,unmatched,157,74,3,TX:16;CA:13;FL:11;NJ:8;GA:7;VA:7;NC:5;IL:3;MD:3;OK:1,medium,3
549300KQQRECSLK8ID57,,,,unmatched,2890,2520,3,MI:2473;KS:13;FL:9;NC:8;AL:5;TX:4;OH:4;IL:3;SC:1,medium,3
549300VIZR4H7AB15496,,,,unmatched,1183,1027,3,MI:999;FL:8;IL:3;SC:3;NC:2;GA:2;TN:1;AZ:1;CA:1;KY:1,medium,3
5493002N5OA6GM61AC70,,,,unmatched,1467,1075,3,KY:1046;IN:11;TN:6;FL:5;IL:3;NJ:1;GA:1;SC:1;MO:1,medium,3
RM2F4G3WBQ8R9OKYRH19,,,,unmatched,3075,2129,3,MI:2101;FL:12;IN:5;OH:4;IL:3;WI:2;AZ:1;TN:1,medium,3
549300JE6M4A1G4LPS75,,,,unmatched,1167,833,3,MO:798;AR:12;KS:5;IL:3;AZ:2;FL:2;SC:2;PA:1;NE:1;IN:1,medium,3
549300U82B82JH54TO79,,,,unmatched,1345,1120,3,NE:1077;IA:14;CO:6;AZ:4;IL:3;NC:2;SD:2;KS:2;MO:2;FL:1,medium,3
549300L8ZRL1FNUUOA59,,,,unmatched,109,46,3,TX:13;CO:5;NY:4;FL:3;IL:3;NJ:3;GA:2;KY:2;AZ:1;CA:1,low,3
549300DNP4W96HB6LV07,,,,unmatched,94,78,3,MO:55;AR:11;TX:6;IL:3;SC:2;GA:1,low,3
549300WPK18IMSC1OM63,,,,unmatched,29,24,3,TX:6;OH:4;IL:3;AZ:3;MI:2;CA:1;AL:1;WA:1;NC:1;SC:1,low,3
549300QCJE0X5P8H4Z85,,,,unmatched,290,218,3,KY:203;FL:3;IL:3;VA:3;TN:2;AL:2;NY:1;NC:1,low,3
549300Z6EE8DBBFUW487,,,,unmatched,366,313,3,KS:184;AZ:64;MO:25;IN:7;OH:6;CA:5;WI:5;MS:4;IL:3;CO:1,low,3
5493007IES1RWVUDDU23,,,,unmatched,381,327,3,MO:315;AR:3;IL:3;TX:2;FL:1;MD:1;TN:1;KS:1,low,3
549300P8K0GPRS1CUS51,,,,unmatched,499,436,3,MO:429;KS:3;IL:3;IA:1,low,3
25490034TADWBQX5BB10,,,,unmatched,234,195,3,WI:128;IA:63;IL:3;MO:1,low,3
549300YMEOE50UQ6NM87,,,,unmatched,155,145,3,MO:132;CO:6;IN:4;IL:3,low,3
549300TN0HZ349E7ZH34,,,,unmatched,186,142,3,MO:139;IL:3,low,3
54930098WTIWNSB1OV47,,,,unmatched,157,129,3,WI:126;IL:3,low,3
549300YOCINIK5RN6R57,,,,unmatched,45,41,3,MO:38;IL:3,low,3
VN1JLT1F3FLLVN3FZG89,,,,unmatched,7547,4663,2,PA:3223;OH:1386;KY:18;FL:12;IN:5;NC:3;WV:3;MN:2;IL:2;GA:2,high,2
549300TQWW6MLVH6KY61,,,,unmatched,2742,1706,2,NC:1562;GA:46;SC:33;VA:19;FL:13;PA:11;NJ:10;IL:2;CA:2;MD:2,high,2
5493006MA7WP1WL8U431,,,,unmatched,2293,1204,2,CA:1195;TX:4;IL:2;GA:1;IN:1;TN:1,high,2
549300III1DMY3SLAW56,,,,unmatched,876,642,2,SC:444;TN:173;NC:8;GA:5;FL:4;IL:2;VA:2;OH:1;TX:1;MD:1,high,2
549300N1YEXP02MHBR47,,,,unmatched,8964,5317,2,OH:5207;KY:35;IN:21;TN:17;FL:9;MI:7;GA:4;TX:4;IL:2;SC:2,high,2
254900VECGAWC5CPU773,,,,unmatched,1155,718,2,FL:469;AL:208;GA:15;SC:4;MS:3;LA:3;MO:3;IL:2;MI:2;AZ:1,medium,2
5493001FKX0BM8GN6P73,,,,unmatched,553,401,2,NY:126;NJ:79;CA:74;PA:50;MD:26;VA:17;GA:17;TX:10;IL:2,medium,2
6UHRKD73G36IZYN3FC43,,,,unmatched,393,328,2,PA:231;NY:63;NJ:11;DE:5;CA:4;FL:4;SC:2;IL:2;MT:1;NC:1,medium,2
549300J8Y8IPQFMMIT88,,,,unmatched,369,253,2,MA:231;RI:8;NH:7;IL:2;NC:1;ME:1;IN:1;MI:1;FL:1,medium,2
549300SFG15JDKI5MD22,,,,unmatched,3742,2733,2,MS:1973;AL:311;LA:282;FL:109;TN:28;GA:5;TX:5;NC:3;SC:3;IL:2,medium,2
549300GIVX5W7UETD809,,,,unmatched,206,117,2,CA:99;AZ:7;NV:2;IL:2;FL:2;CO:2;NJ:1;OR:1;TX:1,medium,2
549300ENNFGLHCMQ1U82,,,,unmatched,3023,2310,2,KY:1396;OH:823;IN:52;FL:16;SC:6;CO:3;TN:2;MI:2;IL:2;VA:2,medium,2
549300L9MOPDT0NKE883,,,,unmatched,1406,980,2,KS:805;OK:79;MO:53;FL:8;CA:4;TX:3;NC:3;NM:3;MN:3;IL:2,medium,2
2549003SYL72OG7Y6S21,,,,unmatched,858,740,2,MI:720;FL:5;IL:2;NY:2;WI:2;VA:1;NC:1;TN:1;AZ:1;OH:1,medium,2
549300C853H86L248593,,,,unmatched,552,510,2,KY:490;TN:8;AL:6;IL:2;FL:1;IN:1;MI:1;AZ:1,medium,2
549300TQVOMKNKFOH392,,,,unmatched,4000,3046,2,ND:2368;MN:625;AZ:11;MT:6;CO:5;SD:4;WI:3;NE:3;IL:2;FL:2,medium,2
549300SXT4VBB68QCC26,,,,unmatched,3662,2387,2,IN:2255;MI:121;IL:2;GA:2;NC:2;TX:1;OH:1;CO:1;VA:1;TN:1,medium,2
549300BRLQAIJ1LJA253,,,,unmatched,2222,1837,2,WI:1810;MI:5;FL:5;IL:2;CO:2;MN:2;AZ:2;OH:2;AL:1;WY:1,medium,2
549300FUMS21JPQM1N03,,,,unmatched,3063,2454,2,WI:2436;MI:8;MN:2;TN:2;IL:2;FL:1;GA:1;OH:1;NJ:1,medium,2
549300OZIFHR7THILC90,,,,unmatched,1800,1537,2,MN:1238;WI:229;ND:32;SD:11;IA:8;CO:4;FL:4;NE:3;IL:2;MT:2,medium,2
254900F3ZV3WV1ADSM47,,,,unmatched,1625,1219,2,IN:1209;FL:4;MI:3;IL:2;OH:1,medium,2
II61D6IY86YZ37HBBL25,,,,unmatched,910,716,2,IA:576;AZ:101;NE:21;MO:5;MN:3;KS:2;IL:2;FL:2;SD:1;TN:1,medium,2
